name,id,type_code,total_units,floors,top_month,top_year,tenure,district_code,postcode,streetname,ura_key,transaction_psf,nearest_mrt_distance,enbloc,enbloc_date
FIRST MANSION,20900,APT,0,0,12,1968,F,D15,438517,Jalan Daliah,FIRST MANSION,,1.25,0,
EASTERN MANSIONS,1896,APT,0,0,12,1962,F,D15,438468,Jalan Kechil,EASTERN MANSION,733,0,0,
SANTA FE MANSIONS,704,APT,0,16,12,1998,F,D15,438073,Margate Road,SANTA FE MANSIONS,1101,0.92,0,
MARGATE POINT,2177,APT,0,0,1,1998,F,D15,438042,Margate Road,MARGATE POINT,1015,0.95,0,
SINGA GARDENS,1042,APT,0,0,12,1970,F,D15,437814,Mouthbatten Road,SINGA GARDENS,655,1.26,0,
HAIG APARTMENTS,1995,APT,0,0,12,1991,F,D15,438782,Haig Road,HAIG APARTMENTS,614,1.28,0,
ROSE VILLE,865,APT,0,0,12,2001,F,D15,437384,Rose Lane,ROSE VILLE,975,0.68,0,
ROSE LANE COURT,2585,APT,0,0,12,2002,F,D15,437367,Rose Lane,-,,0.63,0,
SERAYA COURT,2406,APT,0,0,12,1993,F,D15,437277,Seraya Lane,SERAYA COURT,590,1.29,0,
SERAYA LODGE,2579,APT,0,0,,,F,D15,437257,Seraya Road,SERAYA LODGE,,1.39,0,
SERAYA BREEZE,910,APT,0,0,12,2001,F,D15,437235,Seraya Road,SERAYA BREEZE,1034,1.31,0,
THE GLENWOOD REGENCY,401,APT,0,12,12,1985,F,D15,436884,Tanjong Rhu Road,THE GLENWOOD,800.81818181818,0,0,
SHEBA LODGE,2413,APT,0,0,12,1998,F,D15,429777,Carpmael Road,SHEBA LODGE,743,0.73,0,
HERITAGE 9,20931,CON,9,0,5,2010,F,D15,426000,Koon Seng Road,HERITAGE 9,1271,0.93,0,
D'FOCUS,1856,APT,0,0,12,2000,F,D15,438789,Haig Road,D'FOCUS APARTMENTS,854,1.14,0,
THE SILVERTON,2513,APT,0,0,12,2000,F,D15,438818,Haig Lane,THE SILVERTON,871,1.22,0,
HAIG GROVE (SCK VILLE),2394,APT,0,0,1,1997,F,D15,438840,Haig Avenue,SCK VILLE,909,1.24,0,
GREENLANE APARTMENTS,20924,APT,0,0,12,1994,F,D15,438898,Green Lane,GREENLANE APARTMENTS,,0,0,
GRAY MANSIONS,1980,APT,0,0,12,1993,F,D15,438941,Gray Lane,GRAY MANSIONS,808,0.62,0,
D-MANSIONS,1858,APT,0,0,1,1999,F,D15,439275,Dunman Lane,D-MANSIONS,881,0.75,0,
WORTHINGTON,540,APT,0,10,12,2008,F,D15,439443,Butterworth Lane,WORTHINGTON,1108,0.67,0,
PATERSON MANSION,20692,APT,0,0,11,2004,F,D15,439474,Fort Road,PATERSON MANSION,882,0.79,0,
CHNG MANSIONS,1822,APT,0,0,9,1996,F,D15,439828,Arthur Road,CHNG MANSIONS,382,1.05,0,
POH HENG COURT,2308,APT,0,0,12,1986,F,D15,455055,Woo Mon Chew Road,POH HENG COURT,958,1.15,0,
WOO MON CHEW COURT,21103,APT,0,0,,,F,D15,455056,Woo Mon Chew Road,WOO MON CHEW COURT,,1.12,0,
CRESCENDO BUILDING,1846,APT,0,0,12,1996,F,D15,455208,Upper East Coast Road,CRESCENDO BUILDING,806,1.29,0,
GOODWILL COURT,1971,APT,0,0,12,1983,F,D15,455219,Upper East Coast Road,GOODWILL COURT,611.5,1.22,0,
GEMINI APARTMENTS,1949,APT,0,0,12,1989,F,D15,457263,Jalan Tua Kong,GEMINI APARTMENTS,816.5,0.96,0,
WHITFIELD GARDEN,524,APT,0,0,12,1970,F,D15,458950,East Coast Terrace,WHITFIELD GARDEN,598.21428571429,0,0,
SIM LIM TOWER,20140,OFF,0,0,,,F,D08,208787,Jalan Besar,"",,0.24,0,
TONG BUILDING,20363,OFF,0,0,,,F,D09,238862,Orchard Road,"",,0.26,0,
AUTOMOBILE ASSOCIATION (AA) CENTRE,19069,OFF,0,0,,,F,D09,238366,River Valley Road,"",,0.45,0,
OXLEY EDGE,21587,OFF,0,0,12,2016,F,D09,238349,River Valley Road,OXLEY EDGE,,0.52,0,
GREAT WORLD CITY,21932,OFF,0,6,,,F,D09,237994,Kim Seng Promenade,GREAT WORLD CITY,,1.01,0,
UNITED HOUSE,20412,OFF,0,0,,,F,D09,228773,Kramat Lane,"",,0.42,0,
THONG TECK BUILDING,20350,OFF,0,0,,,F,D09,228218,Scotts Road,"",,0.41,0,
HOA NAM BUILDING,19568,OFF,0,0,,,F,D08,209264,Foch Road,"",,0.24,0,
THE OFFICE CHAMBER,20317,OFF,0,0,,,F,D08,208906,Jalan Besar,"",,0.55,0,
MIRAGE TOWER,19833,OFF,0,0,,,F,D09,239426,Kim Seng Road,"",,1.02,0,
TOWNSHEND BUILDING,20370,OFF,0,0,,,F,D08,208346,Maude Road,"",,0.51,0,
SPA BUILDING,20187,OFF,0,0,,,F,D08,207274,Verdun Road,SPA BUILDING,401,0.31,0,
GATEWAY EAST,21332,OFF,0,37,,,F,D07,189721,Beach Road,GATEWAY EAST,,0.23,0,
HARBOURFRONT TOWER TWO,21308,OFF,0,0,,,F,D04,099254,HarbourFront Place,HARBOURFRONT TOWER TWO,,0.2,0,
TELOK BLANGAH HOUSE,20273,OFF,0,0,,,F,D04,098829,Telok Blangah Road,"",,0.34,0,
HARBOURFRONT TOWER ONE,21307,OFF,0,0,,,F,D04,098633,HarbourFront Place,HARBOURFRONT TOWER ONE,,0.14,0,
SOUTHPOINT,20186,OFF,0,0,,,F,D02,089763,Cantonment Rd,"",,0.69,0,
CHINATOWN PLAZA,19279,OFF,0,0,,,F,D02,089673,Craig Road,CHINATOWN PLAZA,551,0.43,0,
KIM SENG PLAZA,19694,OFF,0,0,,,F,D09,239427,Kim Seng Road,"",,0.93,0,
TANGLIN SHOPPING CENTRE,21939,OFF,0,0,,,F,D10,247909,Tangling Road,TANGLIN SHOPPING CENTRE,,0.65,0,
MING ARCADE,19829,OFF,0,0,,,F,D10,249720,Cuscaden Road,"",,0.53,0,
CROWN CENTRE,19339,OFF,0,0,,,F,D10,269694,Bukit Timah Road,CROWN CENTRE,735,0.52,0,
ROYAL VILLE,20075,OFF,0,0,,,F,D10,279887,Bt Timah Rd,"",,0.29,0,
NEWTON 200,22486,OFF,0,0,,,F,D11,307983,Newton Road,"",,0.17,0,
ORANGTEE BUILDING,21913,OFF,0,0,,,F,D12,319402,Toa Payoh Lorong 6,ORANGETEE BUILDING,,0.21,0,
RUBY PLAZA,20078,OFF,0,0,,,F,D12,329682,Balestier Road,"",,0.92,0,
BALESTIER TOWERS,19146,OFF,0,0,,,F,D12,329683,Balestier Road,"",,0.98,0,
BALESTIER COMPLEX,19141,OFF,0,0,,,F,D12,329714,Balestier Road,BALESTIER COMPLEX,330,1,0,
BALESTIER POINT,19145,OFF,0,0,,,F,D12,329727,Balestier Road,"",,1.02,0,
BALESTIER PLAZA,19144,OFF,0,0,,,F,D12,329802,Balestier Road,"",,0.85,0,
LE SHANTIER,19725,OFF,0,0,,,F,D12,329852,Balestier Road,"",,0.73,0,
JOO SENG WAREHOUSE,19634,OFF,0,0,,,F,D13,367901,Upper Aljunied Link,"",,0.69,0,
GUILIN BUILDING,19524,OFF,0,0,,,F,D14,388106,Lorong 27a Geylang,"",,0.34,0,
JOHN HANCOCK TOWER,19632,OFF,0,0,,,F,D01,048580,Raffles Quay,"",,0.28,0,
TECHVIEW,21269,FAC,0,0,,,F,D14,415941,Kaki Bukit View,TECHVIEW,,1.79,0,
TECHLINK,20270,FAC,0,0,,,F,D14,417818,Kaki Bukit Road 3,"",,1.84,0,
WING TAI INDUSTRIAL CENTRE,20457,FAC,0,0,,,F,D19,535127,Tampines Road,"",,0.45,0,
WING TAI BUILDING,20456,FAC,0,0,,,F,D19,535129,Tampines Road,"",,0.62,0,
26A ANG MO KIO INDUSTRIAL PARK 2,19064,FAC,0,0,,,F,D20,569507,Ang Mo Kio Industrial Park 2,"",,2.05,0,
ADL BUILDING,19077,FAC,0,0,,,F,D22,608605,Toh Guan Road East,"",,1.57,0,
INNOVATION PLACE,19610,FAC,0,0,,,F,D25,729000,Mandai Estate,"",,1.6,0,
ELDIX,21380,FAC,0,0,1,2014,F,D25,729908,Mandai Estate,ELDIX,,1.84,0,
MULTI-WIDE INDUSTRIAL BUILDING,19842,FAC,0,0,,,F,D25,729910,Mandai Estate,"",,1.74,0,
M-SPACE,21698,FAC,0,0,,,F,D25,729938,Mandai Estate,M-SPACE,,1.52,0,
CAMDEN MEDICAL CENTRE,21445,MED,0,0,,,F,D10,248649,Orchard Boulevard,"",,0.98,0,
REGENCY SUITES,21490,OFF,20,0,1,2008,F,D03,169279,Kim Tian Road,REGENCY SUITES,,0.3,0,
ARC 380,21823,OFF,144,0,,,F,D08,209000,JALAN BESAR,ARC 380,,0.19,0,
URBAN HERITAGE,21480,OFF,3,0,,,F,D12,329701,Balestier Road,URBAN HERITAGE,,0.97,0,
AIA TOWER,19086,OFF,0,0,,,F,D01,048542,Robinson Road,"",,0.16,0,
CENTRIUM SQUARE (FORMER SERANGOON PLAZA),22421,MALL,0,0,,,F,D08,218108,Serangoon Road,CENTRIUM SQUARE,,0.2,0,
BANK OF SINGAPORE CENTRE,19679,OFF,0,0,,,F,D01,048942,Market Street,BANK OF SINGAPORE CENTRE,,0.06,0,
OCEAN FINANCIAL CENTRE,20700,OFF,0,0,,,F,D01,049315,Collyer Quay,"",,0.09,0,
INCOME AT RAFFLES,19564,OFF,0,0,,,F,D01,049318,Collyer Quay,INCOME AT RAFFLES,,0.11,0,
KINGLY BUILDING,19700,OFF,0,0,,,F,D01,058679,South Bridge Road,"",,0.2,0,
SGX CENTRE I,21764,OFF,0,0,,,F,D01,068804,Shenton Way,SGX CENTRE I,,0.24,0,
SGX CENTRE II,21877,OFF,0,0,,,F,D01,068807,SHENTON WAY,SGX CENTRE II,,0.28,0,
BEA BUILDING,22485,OFF,0,0,,,F,D01,068892,Robinson Road,"",,0.35,0,
OXLEY TOWER,21196,OFF,0,32,,,F,D01,068906,Robinson Road,OXLEY TOWER,,0.38,0,
CROWN AT ROBINSON,22039,OFF,0,0,,,F,D01,068907,Robinson Rd,CROWN AT ROBINSON,,0.34,0,
ROBINSON SQUARE,21110,OFF,0,0,,,F,D01,068908,Robinson Road,"",,0.34,0,
THE OCTAGON,20315,OFF,0,0,,,F,D01,069534,Cecil Street,"",,0.38,0,
135 CECIL STREET,19760,OFF,0,0,,,F,D01,069536,Cecil Street,135 CECIL STREET,,0.34,0,
HENGDA BUILDING,19134,OFF,0,0,,,F,D01,069537,Cecil Street,"",,0.4,0,
UNION BUILDING,20408,OFF,0,0,,,F,D02,079025,Tras St,"",,0.29,0,
79 ANSON ROAD,21983,OFF,0,23,,,F,D02,079906,Anson Road,79 ANSON ROAD,,0.25,0,
KENTVIEW PARK,1412,CONDO,48,0,1,1994,F,D05,118892,Pasir Panjang Hill,KENTVIEW PARK,1140,0.42,0,
THE PEAK @ BALMEG,1416,CONDO,180,,1,2011,F,D05,119910,Balmeg Hill,THE PEAK@BALMEG,1503,0.15,0,
THE BANYAN CONDO,1358,CONDO,104,0,10,1995,F,D05,119744,Chwee Chian Road,BANYAN CONDOMINIUM,1054,0.39,0,
BIJOU,21923,CONDO,120,0,12,2021,F,D05,119554,Jalan Mat Jambol,BIJOU,,0.07,0,
ISLAND VIEW,536,CONDO,72,0,12,1984,F,D05,119519,Jalan Mat Jambol,ISLAND VIEW,1067.5,0.4,0,
TREASURE PLACE,318,CONDO,54,10,12,2006,F,D05,119174,Lorong Sarhad,TREASURE PLACE,1106,0.52,0,
SARHAD VILLE,2391,CONDO,32,4,12,1994,F,D05,119161,Lorong Sarhad,SARHAD VILLE,1020,0.59,0,
CHESTER PARK,1813,CONDO,22,0,12,1991,F,D05,119129,Lorong Sarhad,CHESTER PARK,688,0.63,0,
LE HILL,1414,CONDO,97,4,1,1998,F,D05,118894,Pasir Panjang Hill,LE HILL CONDOMINIUM,986,0.33,0,
THE STELLAR,96,CONDO,162,0,12,2008,F,D05,126824,West Coast Road,THE STELLAR,1213.5,1.86,0,
HORIZON RESIDENCES,20631,CONDO,72,5,12,2014,F,D05,118863,PASIR PANJANG HILL,HORIZON RESIDENCES,1587.5,0.29,0,
THE GRANDHILL,876,CONDO,53,5,6,2007,F,D05,118860,Pasir Panjang Hill,THE GRANDHILL,1190,0.31,0,
D'HILLSIDE LOFT,519,CONDO,20,5,12,2005,F,D05,118853,Pasir Panjang Hill,D' HILLSIDE LOFT,1110,0.43,0,
VILLAGE @ PASIR PANJANG,1411,CONDO,148,0,1,2016,F,D05,118797,Pasir Panjang Road,VILLAGE @ PASIR PANJANG,942,1.64,0,
VILLA DE WEST,1419,CONDO,83,0,1,1995,F,D05,118719,Pasir Panjang Road,VILLA DE WEST,940,1.39,0,
EDENVALE,1904,CONDO,16,0,12,1984,F,D05,118709,Pasir Panjang Road,EDENVALE,369,1.19,0,
THE FOLIAGE,145,CONDO,88,5,5,2008,F,D05,118707,Pasir Panjang Road,THE FOLIAGE,1021.5,1.21,0,
GOLD COAST CONDO,1238,CONDO,67,0,1,1994,F,D05,118702,Pasir Panjang Road,GOLD COAST CONDOMINIUM,949,1.13,0,
HIN SENG GARDEN,2026,CONDO,88,4,12,1979,F,D05,127014,West Coast Way,HIN SENG GARDEN,488,1.11,0,
THE PARC CONDOMINIUM,960,CONDO,659,24,12,2011,F,D05,127140,West Coast Walk,THE PARC CONDOMINIUM,1317,0.77,0,
THE SORRENTO,21182,CONDO,131,0,10,2015,F,D05,127365,West Coast Road,THE SORRENTO,,2.02,0,
THE INFINITI,101,CONDO,315,0,6,2008,F,D05,127712,West Coast Park,THE INFINITI,969.66666666667,1.23,0,
CLYDESVIEW,669,CONDO,32,0,12,1991,F,D03,159192,Jervois Lane,CLYDESVIEW,1303,0.53,0,
ALEXIS,1403,CONDO,293,0,12,2014,F,D03,159949,Alexandra Road,ALEXIS,1804,0.39,0,
THE ANCHORAGE,195,CONDO,775,0,12,1997,F,D03,159954,Alexandra Road,THE ANCHORAGE,1177.6666666667,0.61,0,
TWIN REGENCY,133,CONDO,234,0,12,2007,F,D03,169277,Kim Tian Road,TWIN REGENCY,1491,0.23,0,
THE REGENCY AT TIONG BAHRU,142,CONDO,158,0,12,2010,F,D03,169907,Chay Yan Street,THE REGENCY AT TIONG BAHRU,1504.5,0.49,0,
CITY SQUARE RESIDENCES,88,CONDO,910,30,12,2009,F,D08,207226,Kitchener Link,CITY SQUARE RESIDENCES,1481.5,0.49,0,
STURDEE VIEW,2180,CONDO,24,0,12,1998,F,D08,207851,Sturdee Road North,STURDEE VIEW,936,0.42,0,
LE SOMME,21337,CONDO,25,0,6,2017,F,D08,207876,Somme Road,LE SOMME,,0.47,0,
RANGOON 88,20764,CONDO,48,5,12,2015,F,D08,218374,Rangoon Road,"",,0.21,0,
URBAN LOFTS,1379,CONDO,50,0,5,2011,F,D08,218375,Rangoon Road,URBAN LOFTS,1763,0.2,0,
LOFT @ RANGOON,20645,CONDO,27,6,12,2014,F,D08,218392,Rangoon Road,LOFT @ RANGOON,1292,0.29,0,
TERESA VILLE,459,CONDO,264,24,12,1986,F,D04,099307,Lower Delta Road,TERESA VILLE,1127,1.12,0,
BUONA LODGE,1677,CONDO,29,0,12,1992,F,D05,117686,Zehnder Road,BUONA LODGE,758,0.57,0,
MENDON SPRING,1078,CONDO,48,0,12,2002,F,D05,117526,Pasir Panjang Road,MENDON SPRING,910,0.52,0,
THE SPECTRUM,562,CONDO,72,0,12,2006,F,D05,117503,Pasir Panjang Road,THE SPECTRUM,1117,1.77,0,
THE MAYLEA,158,CONDO,88,5,4,2008,F,D05,117489,Pasir Panjang Road,THE MAYLEA,1214,0.44,0,
WEST-N,1631,CONDO,14,0,9,2009,F,D05,117452,Pasir Panjang Road,WEST-N,799,0.18,0,
SKYLINE RESIDENCES,20701,CONDO,231,24,12,2015,F,D04,109025,Telok Blangah Road,SKYLINE RESIDENCES,2079.5,0.25,0,
PERMAI RESIDENCES,22502,CONDO,17,0,,,F,D04,099455,Kampong Bahru Road,PERMAI RESIDENCES,,1,0,
HARBOUR SUITES @ KAMPONG BAHRU,20618,CONDO,44,13,12,2014,F,D04,099454,KAMPONG BAHRU ROAD,HARBOUR SUITES,1636.6666666667,1.07,0,
BUONA VISTA GARDENS,1030,CONDO,48,0,12,1989,F,D05,117687,Zehnder Road,BUONA VISTA GARDENS,831,0.55,0,
MOUNT FABER LODGE,586,CONDO,84,5,12,1983,F,D04,099200,Mount Faber Road,MOUNT FABER LODGE,1221,0.59,0,
THE FORESTA @ MOUNT FABER,20655,CONDO,141,0,6,2015,F,D04,098749,Wishart Road,THE FORESTA @ MOUNT FABER,1598,0.4,0,
ASIA GARDENS,1760,CONDO,84,23,2,1985,F,D02,089394,Everton Road,ASIA GARDENS,1496,0.57,0,
SPOTTISWOODE RESIDENCES,20545,CONDO,351,36,12,2014,F,D02,088660,Spottiswoode Park Road,SPOTTISWOODE RESIDENCES,2094,0.75,0,
SPOTTISWOODE 18,20582,CONDO,251,36,2,2015,F,D02,088642,Spottiswoode Park Road,"",,0.68,0,
SPOTTISWOODE SUITES,21364,CONDO,175,36,12,2017,F,D02,088641,Spottiswoode Park Road,SPOTTISWOODE SUITES,,0.63,0,
ROBINSON SUITES,20510,CONDO,148,42,12,2016,F,D01,068882,Robinson Road,ROBINSON SUITES,2527.5,0.36,0,
FARRER PARK SUITES,21233,CONDO,29,0,12,2011,F,D08,218896,Owen Road,FARRER PARK SUITES,1425,0.12,0,
FRAGRANCE COURT,1109,CONDO,32,0,12,1995,F,D05,117752,Yew Siang Road,FRAGRANCE COURT,894,0.23,0,
FLYNN PARK,1067,CONDO,72,0,12,1986,F,D05,117755,Yew Siang Road,FLYNN PARK,1150,0.33,0,
VIVA VISTA,20501,CONDO,144,5,12,2014,F,D05,118136,South Buona Vista Road,VIVA VISTA,1763,0.45,0,
BAYVILLE CONDO,1239,CONDO,63,0,1,1996,F,D05,118166,South Buona Vista Road,BAYVILLE CONDOMINIUM,890,0.64,0,
PEPYS HILL CONDO,995,CONDO,32,0,12,1988,F,D05,118450,Pepys Road,PEPYS HILL CONDOMINIUM,954,0.28,0,
PASIR VIEW PARK,891,CONDO,80,0,12,1994,F,D05,118571,Pasir Panjang Road,PASIR VIEW PARK,1024,0.58,0,
LANDRIDGE CONDO,617,CONDO,72,5,12,1993,F,D05,118572,Pasir Panjang Road,LANDRIDGE CONDOMINIUM,1139,0.61,0,
24 ONE RESIDENCES,23160,CONDO,24,0,6,2020,F,D05,118596,Pasir Panjang Road,24 ONE RESIDENCES,,0.45,0,
THE ORIENT,22037,CONDO,52,5,6,2017,F,D05,118610,Pasir Panjang Road,THE ORIENT,,0.29,0,
PARC IMPERIAL,1554,CONDO,138,5,12,2010,F,D05,118618,Pasir Panjang Road,PARC IMPERIAL,1717,0.2,0,
PALISADES,857,CONDO,18,0,12,1985,F,D05,118635,Pasir Panjang Road,PALISADES,1128,0.54,0,
ROYAL PALM MANSIONS,1739,CONDO,23,4,1,1998,F,D05,118655,Pasir Panjang Road,ROYAL PALM MANSIONS,,0.86,0,
LUXE VILLE,1583,CONDO,50,0,12,2013,F,D05,118668,Pasir Panjang Road,LUXE VILLE,1161,0.88,0,
THE ESTRELLA,2594,CONDO,55,5,12,2009,F,D05,118676,PASIR PANJANG ROAD,-,,0.96,0,
MURANO,247,CONDO,50,5,6,2009,F,D05,118691,Pasir Panjang Road,MURANO,895,1.04,0,
TRENDALE TOWER,2384,CONDO,18,0,10,1984,F,D09,229681,Cairnhill Road,TRENDALE TOWER,1506,0.4,0,
THE LIGHT @ CAIRNHILL,148,CONDO,118,20,12,2004,F,D09,229768,Cairnhill Circle,THE LIGHT @ CAIRNHILL,1944,0.66,0,
CAIRNHILL HEIGHTS,1680,CONDO,20,0,12,1990,F,D09,229744,Cairnhill Rise,CAIRNHILL HEIGHTS,1639,0.46,0,
ALBA,2307,CONDO,50,0,12,2015,F,D09,229743,Cairnhill Rise,ALBA,3236,0.6,0,
THE CAIRNHILL,2486,CONDO,35,13,12,1984,F,D09,229740,Cairnhill Rise,THE CAIRNHILL,,0.69,0,
THE RITZ-CARLTON RESIDENCES,1556,CONDO,58,36,10,2013,F,D09,229721,Cairnhill Road,THE RITZ-CARLTON RESIDENCES,,0.47,0,
SUITES @ CAIRNHILL,2660,CONDO,48,18,5,2010,F,D09,229719,Cairnhill Road,SUITES @ CAIRNHILL,2382,0.32,0,
THE EDGE ON CAIRNHILL,340,CONDO,46,20,12,2003,F,D09,229717,Cairnhill Road,THE EDGE ON CAIRNHILL,1774,0.43,0,
CAIRNHILL TOWERS,1681,CONDO,76,0,,,F,D09,229683,Cairnhill Road,"",,0.43,0,
THE PEAK @ CAIRNHILL I,20568,CONDO,52,15,5,2015,F,D09,229784,Cairnhill Circle,THE PEAK @ CAIRNHILL I,3115,0.5,0,
ELIZABETH HEIGHTS,1227,CONDO,90,0,1,1985,F,D09,229668,Cairnhill Road,ELIZABETH HEIGHT,1878,0.57,0,
TAN CHIN TUAN MANSION,2465,CONDO,16,20,1,2008,F,D09,229661,Cairnhill Road,TAN CHIN TUAN MANSION,,0.53,0,
THE LAURELS @ CAIRNHILL ROAD,2500,CONDO,250,0,6,2013,F,D09,229658,Cairnhill Road,THE LAURELS,3029,0.52,0,
THE TATE RESIDENCES,174,CONDO,85,0,12,2010,F,D09,229546,Claymore Road,THE TATE RESIDENCES,3070,0.51,0,
THE CLAYMORE,533,CONDO,146,20,12,1985,F,D09,229543,Claymore Road,THE CLAYMORE,2674,0.48,0,
RESIDENCES @ EMERALD HILL,2326,CONDO,33,0,12,2012,F,D09,229401,Emerald Hill Road,RESIDENCES AT EMERALD HILL,,0.58,0,
111 EMERALD HILL,2656,CONDO,40,12,6,2012,F,D09,229391,Emerald Hill,111 EMERALD HILL,2585,0.54,0,
CHAR YONG GARDENS,714,CONDO,106,15,12,1991,F,D09,229157,Hullet Road,CHAR YONG GARDENS,1812,0,0,
THE PROMONT,2637,CONDO,15,0,7,2010,F,D09,229790,Cairnhill Circle,THE PROMONT,2136,0.52,0,
HILLTOPS,1142,CONDO,240,20,12,2011,F,D09,229808,Cairnhill Circle,HILLTOPS,3989.5,0.64,0,
CAIRNHILL CREST,76,CONDO,248,0,12,2004,F,D09,229811,Cairnhill Circle,CAIRNHILL CREST,1867,0.54,0,
RICHMOND PARK,302,CONDO,159,0,12,1996,F,D09,229920,Bideford Road,RICHMOND PARK,2382,0.44,0,
MARTIN PLACE RESIDENCES,1349,CONDO,302,0,4,2011,F,D09,237988,Martin Place,MARTIN PLACE RESIDENCES,2003,0.52,0,
PATERSON COLLECTION,21826,CONDO,85,19,,,F,D09,238000,Paterson Road,PATERSON COLLECTION,,0.43,0,
SAINT THOMAS SUITES,186,CONDO,176,33,12,2010,F,D09,238113,St Thomas Walk,SAINT THOMAS SUITES,1958,0.35,0,
ST THOMAS VILLE,2363,CONDO,23,0,12,2001,F,D09,238118,Saint Thomas Walk,ST THOMAS VILLE,1254,0.41,0,
ESPADA,2595,CONDO,232,32,12,2013,F,D09,238126,Saint Thomas Walk,ESPADA,2505,0.38,0,
SKYLINE 360,2573,CONDO,61,0,6,2013,F,D09,238139,St Thomas Walk,SKYLINE 360 @ ST THOMAS WALK,2508,0.42,0,
THE BAYRON,1156,CONDO,96,0,1,1998,F,D09,238140,Saint Thomas Walk,THE BAYRON,1800,0.3,0,
8 RODYK,1296,CONDO,50,0,4,2011,F,D09,238216,Rodyk Street,8 RODYK,2148,0.89,0,
YONG AN PARK,260,CONDO,288,0,12,1986,F,D09,238357,River Valley Road,YONG AN PARK,1778,0.72,0,
THE VERV @ RV,20508,CONDO,26,16,12,2012,F,D09,238374,River Valley Road,"",,0.61,0,
LUMA,1204,CONDO,75,27,6,2011,F,D09,238403,River Valley Grove,LUMA,2013,0.59,0,
MOUNT SOPHIA SUITES,1256,CONDO,50,0,3,2011,F,D09,228163,Sophia Road,MOUNT SOPHIA SUITES,1767,0.4,0,
FORTE SUITES,22008,CONDO,106,25,6,2018,F,D08,219062,Mergui Road,FORTE SUITES,,0.64,0,
CITYSCAPE AT FARRER PARK,2670,CONDO,250,31,12,2015,F,D08,219067,Mergui Road,CITYSCAPE @FARRER PARK,1431.6666666667,0.68,0,
KENT RESIDENCES,1292,CONDO,13,0,12,2010,F,D08,219219,Kent Road,KENT RESIDENCES,1123,0.47,0,
THE URBANITE,20752,CONDO,46,5,2,2014,F,D08,219384,Hertford Road,"",,0.66,0,
VOGX,1308,CONDO,29,0,9,2010,F,D08,219498,Dorset Road,VOGX,1176,0.47,0,
MERA SPRINGS,113,CONDO,129,0,12,2008,F,D08,219647,Carlisle Road,MERA SPRINGS,1239,0.67,0,
CAMBRIDGE VILLAGE,1685,CONDO,28,0,12,1983,F,D08,219679,Cambridge Road,CAMBRIDGE VILLAGE,661,0.72,0,
D'CAMBRIDGE,1392,CONDO,30,0,3,2006,F,D08,219758,Cambridge Road,D'CAMBRIDGE,1053,0.67,0,
BRISTOL LODGE,1671,CONDO,7,0,12,1992,F,D08,219855,Bristol Road,BRISTOL LODGE,996,0.54,0,
NIVEN SUITES,20744,CONDO,29,9,12,2009,F,D09,228031,Wilkie Terrace,"",,0.47,0,
WILKIE APARTMENTS,1623,CONDO,12,0,6,1990,F,D09,228064,Wilkie Road,WILKIE APARTMENTS,1027,0.42,0,
LE WILKIE,1182,CONDO,41,0,1,1996,F,D09,228070,Wilkie Road,LE WILKIE,1327,0.48,0,
WILKIE 87,914,CONDO,21,0,12,2004,F,D09,228084,Wilkie Road,WILKIE 87,1089,0.5,0,
WILKIE STUDIO,1198,CONDO,40,4,3,2011,F,D09,228096,Wilkie Road,WILKIE STUDIO,1325,0.51,0,
CITYVALE,1817,CONDO,19,,12,2003,F,D09,228153,Sophia Road,CITYVALE,1312,0.41,0,
VIVA BUSINESS PARK,21875,BSPKS,0,0,,,F,D16,469000,Chai Chee Road,Viva Business Park,,0.97,0,
SOPHIA 98,2334,CONDO,16,0,1,2002,F,D09,228165,Sophia Road,SOPHIA 98,1077,0.41,0,
1919,21253,CONDO,75,5,12,2015,F,D09,228175,Sophia Road,1919,1978.9,0.44,0,
WHARTON VALE,1189,CONDO,14,0,12,2002,F,D09,228187,Sophia Road,WHARTON VALE,1442,0.41,0,
SAPPHIRE 99,2354,CONDO,20,,12,2006,F,D09,228189,Sophia Road,SAPHIRE 99,,0.39,0,
SOPHIA RESIDENCE,1533,CONDO,272,14,1,2012,F,D09,228191,Sophia Road,SOPHIA RESIDENCE,1679,0.4,0,
SCOTTS 28,485,CONDO,136,30,12,1999,F,D09,228223,Scotts Road,SCOTTS 28,2140,0.45,0,
SCOTTS HIGHPARK,559,CONDO,73,0,12,2009,F,D09,228232,Scotts Road,SCOTTS HIGHPARK,2097.3333333333,0.12,0,
CASA CAIRNHILL,490,CONDO,72,16,12,1991,F,D09,228305,Peck Hay Road,CASA CAIRNHILL,1660,0.53,0,
VERMONT,2379,CONDO,30,0,3,1985,F,D09,228311,Peck Hay Road,VERMONT I,1007,0.46,0,
PARC EMILY,120,CONDO,295,0,12,2008,F,D09,228490,Mount Emily Road,PARC EMILY,1737,0.35,0,
ELIZABETH TOWER,740,CONDO,80,0,12,1980,F,D09,228511,Mount Elizabeth,ELIZABETH TOWER,1670,0.47,0,
NEWTON EDGE,1373,CONDO,104,18,1,2011,F,D09,228598,Makeway Ave,NEWTON EDGE,1424.5,0.46,0,
MACKENZIE REGENCY,981,CONDO,19,0,1,2007,F,D09,228686,Mackenzie Road,MACKENZIE REGENCY,1104,0.33,0,
